country,continent,idacr,leader,plad_id,archigos_id,startdate,enddate,entry,exit,gender,yrborn,birthdate
Bosnia,Europe,BOS,Sarovic,BOS_2002_2,821c4685-1e42-11e4-b4cd-db5882bf8def,2002-10-28,2003-04-02,Regular,Regular,M,1956,1956-09-16
Bosnia,Europe,BOS,Borislav Paravac,BOS_2003_1,821c4686-1e42-11e4-b4cd-db5882bf8def,2003-04-10,2003-06-27,Regular,Regular,M,1943,NA
Bosnia,Europe,BOS,Dragan Covic,BOS_2003_2,821c4687-1e42-11e4-b4cd-db5882bf8def,2003-06-27,2004-02-28,Regular,Regular,M,1956,1956-08-20
Bosnia,Europe,BOS,Sulejman Tihic,BOS_2004_1,821c4688-1e42-11e4-b4cd-db5882bf8def,2004-02-28,2004-10-28,Regular,Regular,M,1951,NA
Bosnia,Europe,BOS,Borislav Paravac,BOS_2004_2,821c4686-1e42-11e4-b4cd-db5882bf8def,2004-10-28,2005-06-28,Regular,Regular,M,1943,NA
Bosnia,Europe,BOS,Miro Jovic,BOS_2005_1,82521129-1e42-11e4-b4cd-db5882bf8def,2005-06-28,2006-02-28,Regular,Regular,M,1950,NA
Bosnia,Europe,BOS,Sulejman Tihic,BOS_2006_1,821c4688-1e42-11e4-b4cd-db5882bf8def,2006-02-28,2006-11-06,Regular,Regular,M,1951,NA
Bosnia,Europe,BOS,Radmanovic,BOS_2006_2,82524202-1e42-11e4-b4cd-db5882bf8def,2006-11-06,2007-07-06,Regular,Regular,M,1949,NA
Bosnia,Europe,BOS,Zeljko Komsic,BOS_2007_1,82524203-1e42-11e4-b4cd-db5882bf8def,2007-07-06,2008-03-06,Regular,Regular,M,1964,1964-01-20
Bosnia,Europe,BOS,Silajdzic,BOS_2008_1,82524204-1e42-11e4-b4cd-db5882bf8def,2008-03-06,2008-11-06,Regular,Regular,M,1945,NA
Bosnia,Europe,BOS,Radmanovic,BOS_2008_2,82524202-1e42-11e4-b4cd-db5882bf8def,2008-11-06,2009-07-06,Regular,Regular,M,1949,NA
Bosnia,Europe,BOS,Zeljko Komsic,BOS_2009_1,82524203-1e42-11e4-b4cd-db5882bf8def,2009-07-06,2010-03-06,Regular,Regular,M,1964,1964-01-20
Bosnia,Europe,BOS,Silajdzic,BOS_2010_1,82524204-1e42-11e4-b4cd-db5882bf8def,2010-03-06,2010-11-10,Regular,Regular,M,1945,NA
Bosnia,Europe,BOS,Radmanovic,BOS_2010_2,82524202-1e42-11e4-b4cd-db5882bf8def,2010-11-10,2011-07-10,Regular,Regular,M,1949,NA
Bosnia,Europe,BOS,Zeljko Komsic,BOS_2011_1,82524203-1e42-11e4-b4cd-db5882bf8def,2011-07-10,2014-03-10,Regular,Regular,M,1964,1964-01-20
Bosnia,Europe,BOS,Bakir Izetbegovic,BOS_2014_1,43f80ffc-de6a-11e5-ba44-bb6d7c1a9a58,2014-03-10,2014-11-17,Regular,Regular,M,1956,1956-06-28
Bosnia,Europe,BOS,Mladen Ivanic,BOS_2014_2,149e8af6-aae0-11e4-b3bc-29f2fa19767e,2014-11-17,2015-07-17,Regular,Regular,M,1958,1958-09-16
Bosnia,Europe,BOS,Dragan Covic,BOS_2015_1,43f80ffd-de6a-11e5-ba44-bb6d7c1a9a58,2015-07-17,2016-03-17,Regular,Regular,M,1956,1956-08-20
Bosnia,Europe,BOS,Bakir Izetbegovic,BOS_2016_1,.,2016-03-17,2016-11-17,Regular,Regular,M,1956,1956-06-28
Bosnia,Europe,BOS,Mladen Ivanic,BOS_2016_2,.,2016-11-17,2017-07-17,Regular,Regular,M,1958,1958-09-16
Bosnia,Europe,BOS,Dragan Covic,BOS_2017_1,.,2017-07-17,2018-03-17,Regular,Regular,M,1956,1956-08-20
Bosnia,Europe,BOS,Bakir Izetbegovic,BOS_2018_1,.,2018-03-17,2018-11-20,Regular,Regular,M,1956,1956-06-28
Bosnia,Europe,BOS,Milorad Dodik,BOS_2018_2,.,2018-11-20,2019-07-20,Regular,Regular,M,1959,1959-03-12
Bosnia,Europe,BOS,Zeljko Komsic,BOS_2019_1,.,2019-07-20,2020-03-20,Regular,Regular,M,1964,1964-01-20
Bosnia,Europe,BOS,Sefik Dzaferovic,BOS_2020_1,.,2020-03-20,2020-11-20,Regular,Regular,M,1957,1957-09-09
Bosnia,Europe,BOS,Milorad Dodik,BOS_2020_2,.,2020-11-20,2021-07-20,Regular,Regular,M,1959,NA
Bosnia,Europe,BOS,Zeljko Komsic,BOS_2021_1,.,2021-07-20,2022-03-20,Regular,Regular,M,1964,1964-01-20
Bosnia,Europe,BOS,Sefik Dzaferovic,BOS_2022_1,.,2022-03-20,2022-11-16,Regular,Regular,M,1957,1957-09-09
Bosnia,Europe,BOS,Zeljka Cvijanovic,BOS_2022_2,.,2022-11-16,2023-07-16,Regular,Regular,F,1967,1967-03-04
Bosnia,Europe,BOS,Zeljko Komsic,BOS_2023_1,.,2023-07-16,2024-09-25,Regular,Still in Office,M,1964,1964-01-20
Botswana,Africa,BOT,Masire,BOT_1980_1,823a9ad5-1e42-11e4-b4cd-db5882bf8def,1980-07-13,1998-03-31,Regular,Regular,M,1925,1925-07-23
Botswana,Africa,BOT,Mogae,BOT_1998_1,823acba4-1e42-11e4-b4cd-db5882bf8def,1998-03-31,2008-04-01,Regular,Regular,M,1939,NA
Botswana,Africa,BOT,Ian Khama,BOT_2008_1,82542a54-1e42-11e4-b4cd-db5882bf8def,2008-04-01,2018-03-31,Regular,Regular,M,1953,1953-02-27
Botswana,Africa,BOT,Mokgweetsi Masisi,BOT_2018_1,.,2018-03-31,2024-09-25,Regular,Still in Office,M,1962,1962-07-21
Brazil,Americas,BRA,Sarney,BRA_1985_1,81fccd40-1e42-11e4-b4cd-db5882bf8def,1985-03-21,1990-03-15,Regular,Regular,M,1930,1930-04-30
Brazil,Americas,BRA,Mello,BRA_1990_1,81fccd41-1e42-11e4-b4cd-db5882bf8def,1990-03-15,1992-10-02,Regular,Regular,M,1949,1949-08-12
Brazil,Americas,BRA,"Franco, Itamar",BRA_1992_1,81fccd42-1e42-11e4-b4cd-db5882bf8def,1992-10-02,1994-12-31,Regular,Regular,M,1930,1930-06-28
Brazil,Americas,BRA,Cardoso,BRA_1995_1,81fcfe14-1e42-11e4-b4cd-db5882bf8def,1995-01-01,2003-01-01,Regular,Regular,M,1931,1931-06-18
Brazil,Americas,BRA,Lula da Silva,BRA_2003_1,81fcfe15-1e42-11e4-b4cd-db5882bf8def,2003-01-01,2011-01-01,Regular,Regular,M,1945,NA
Brazil,Americas,BRA,Rousseff,BRA_2011_1,8250bb59-1e42-11e4-b4cd-db5882bf8def,2011-01-01,2016-05-12,Regular,Regular,F,1947,1947-12-14
Brazil,Americas,BRA,Michel Temer,BRA_2016_1,.,2016-05-12,2018-12-31,Regular,Regular,M,1940,1940-09-23
Brazil,Americas,BRA,Jair Bolsonaro,BRA_2018_1,.,2018-12-31,2022-12-31,Regular,Regular,M,1955,1955-03-21
Brazil,Americas,BRA,Lula da Silva,BRA_2022_1,.,2022-12-31,2024-09-25,Regular,Still in Office,M,1945,1931-06-18
Brunei,Asia,BRU,Hassanal Bolkiah,BRU_1967_1,824c8911-1e42-11e4-b4cd-db5882bf8def,1967-10-04,2024-09-25,Regular,Still in Office,M,1946,1946-07-15
Burundi,Africa,BUI,Buyoya,BUI_1987_1,8232c8b7-1e42-11e4-b4cd-db5882bf8def,1987-09-03,1993-07-10,Irregular,Regular,M,1949,1949-11-24
Burundi,Africa,BUI,Ndadaye,BUI_1993_1,8232c8b8-1e42-11e4-b4cd-db5882bf8def,1993-07-10,1993-10-21,Regular,Irregular,M,1953,NA
Burundi,Africa,BUI,Ngueze,BUI_1993_2,8232c8b9-1e42-11e4-b4cd-db5882bf8def,1993-10-21,1993-10-27,Irregular,Regular,M,1953,NA
Burundi,Africa,BUI,Kinigi,BUI_1993_3,8232f988-1e42-11e4-b4cd-db5882bf8def,1993-10-27,1994-02-05,Regular,Regular,F,1953,NA
Burundi,Africa,BUI,Ntarymira,BUI_1994_1,8232f989-1e42-11e4-b4cd-db5882bf8def,1994-02-05,1994-04-06,Regular,Irregular,M,1955,NA
Burundi,Africa,BUI,Ntibantunganya,BUI_1994_2,8232f98a-1e42-11e4-b4cd-db5882bf8def,1994-04-06,1996-07-25,Regular,Irregular,M,1956,1956-05-08
Burundi,Africa,BUI,Buyoya,BUI_1996_1,8232c8b7-1e42-11e4-b4cd-db5882bf8def,1996-07-25,2003-04-30,Irregular,Regular,M,1949,1949-11-24
Burundi,Africa,BUI,Ndayizeye,BUI_2003_1,8232f98b-1e42-11e4-b4cd-db5882bf8def,2003-04-30,2005-08-26,Regular,Regular,M,1953,NA
Burundi,Africa,BUI,Nkurunziza,BUI_2005_1,8253c8a7-1e42-11e4-b4cd-db5882bf8def,2005-08-26,2020-06-08,Regular,Natural Death,M,1963,1963-12-18
Burundi,Africa,BUI,Evariste Ndayishiyme,BUI_2020_1,.,2020-06-18,2024-09-25,Regular,Still in Office,M,1968,1968-06-18
Bulgaria,Europe,BUL,Mladenov,BUL_1989_1,821f2304-1e42-11e4-b4cd-db5882bf8def,1989-11-10,1990-07-06,Regular,Regular,M,1936,1936-08-22
Bulgaria,Europe,BUL,Lukanov,BUL_1990_1,821f2305-1e42-11e4-b4cd-db5882bf8def,1990-07-06,1990-12-07,Regular,Regular,M,1938,1938-09-26
Bulgaria,Europe,BUL,Popov,BUL_1990_2,821f2306-1e42-11e4-b4cd-db5882bf8def,1990-12-07,1991-11-08,Regular,Regular,M,1927,NA
Bulgaria,Europe,BUL,Filip Dimitrov,BUL_1991_1,43f81000-de6a-11e5-ba44-bb6d7c1a9a58,1991-11-08,1992-12-30,Regular,Regular,M,1955,1955-03-31
Bulgaria,Europe,BUL,Berov,BUL_1992_1,821f2308-1e42-11e4-b4cd-db5882bf8def,1992-12-30,1994-10-17,Regular,Regular,M,1925,NA
Bulgaria,Europe,BUL,Indzhova,BUL_1994_1,821f53d8-1e42-11e4-b4cd-db5882bf8def,1994-10-17,1995-01-25,Regular,Regular,F,1953,NA
Bulgaria,Europe,BUL,Videnov,BUL_1995_1,821f53d9-1e42-11e4-b4cd-db5882bf8def,1995-01-25,1997-02-13,Regular,Regular,M,1959,NA
Bulgaria,Europe,BUL,Sofiyanski,BUL_1997_1,821f53da-1e42-11e4-b4cd-db5882bf8def,1997-02-13,1997-05-21,Regular,Regular,M,1951,NA
Bulgaria,Europe,BUL,Kostov,BUL_1997_2,821f53db-1e42-11e4-b4cd-db5882bf8def,1997-05-21,2001-07-21,Regular,Regular,M,1949,NA
Bulgaria,Europe,BUL,Saksgoburggotski,BUL_2001_1,821f53dc-1e42-11e4-b4cd-db5882bf8def,2001-07-24,2005-08-16,Regular,Regular,M,1937,NA
Bulgaria,Europe,BUL,Stanishev,BUL_2005_1,825272da-1e42-11e4-b4cd-db5882bf8def,2005-08-16,2009-07-27,Regular,Regular,M,1966,NA
Bulgaria,Europe,BUL,Boyko Borisov,BUL_2009_1,8252a3aa-1e42-11e4-b4cd-db5882bf8def,2009-07-27,2013-03-13,Regular,Regular,M,1959,1959-06-13
Bulgaria,Europe,BUL,Raykov,BUL_2013_1,149eb209-aae0-11e4-b3bc-29f2fa19767e,2013-03-13,2013-05-29,Regular,Regular,M,1960,1960-12-17
Bulgaria,Europe,BUL,Oresharski,BUL_2013_2,2b3a05b1-3481-11e4-8dba-bbcd9ed46413,2013-05-29,2014-08-05,Regular,Regular,M,1960,1960-02-21
Bulgaria,Europe,BUL,Bliznashki,BUL_2014_1,149ed916-aae0-11e4-b3bc-29f2fa19767e,2014-08-05,2014-11-07,Regular,Regular,M,1956,1956-10-04
Bulgaria,Europe,BUL,Boyko Borisov,BUL_2014_2,8252a3aa-1e42-11e4-b4cd-db5882bf8def,2014-11-07,2017-01-27,Regular,Regular,M,1959,1959-06-13
Bulgaria,Europe,BUL,Ognyan Gerdzhikow,BUL_2017_1,.,2017-01-27,2017-05-04,Regular,Regular,M,1946,1946-03-19
Bulgaria,Europe,BUL,Boyko Borisov,BUL_2017_2,.,2017-05-04,2021-05-12,Regular,Regular,M,1959,1959-06-13
Bulgaria,Europe,BUL,Stefan Yanev,BUL_2021_1,.,2021-05-12,2021-12-13,Regular,Regular,M,1960,1960-03-01
Bulgaria,Europe,BUL,Kiril Petkov,BUL_2021_2,.,2021-12-13,2022-08-02,Regular,Regular,M,1980,1980-04-17
Bulgaria,Europe,BUL,Galab Donev,BUL_2022_1,.,2022-08-02,2023-06-06,Regular,Regular,M,1967,1967-02-28
Bulgaria,Europe,BUL,Nikolai Denkov,BUL_2023_1,.,2023-06-06,2024-09-25,Regular,Still in Office,M,1962,1962-09-03
Cambodia,Asia,CAM,Hun Sen,CAM_1985_1,824b640b-1e42-11e4-b4cd-db5882bf8def,1985-01-14,1993-09-21,Regular,Regular,M,1952,1952-08-05
Cambodia,Asia,CAM,Ranariddh,CAM_1993_1,197a8688-3bbd-11e5-afeb-eb6f07f9fec7,1993-09-21,1997-07-06,Regular,Irregular,M,1944,NA
Cambodia,Asia,CAM,Hun Sen,CAM_1997_1,824b640b-1e42-11e4-b4cd-db5882bf8def,1997-07-06,2023-08-22,Irregular,Regular,M,1952,1952-08-05
Cambodia,Asia,CAM,Hun Manet,CAM_2023_1,.,2023-08-22,2024-09-25,Irregular,Still in Office,M,1977,1977-10-20
Canada,Americas,CAN,Mulroney,CAN_1984_2,81dea9c8-1e42-11e4-b4cd-db5882bf8def,1984-09-17,1993-06-25,Regular,Regular,M,1939,1939-03-20
Canada,Americas,CAN,Kim Campbell,CAN_1993_1,81dea9c9-1e42-11e4-b4cd-db5882bf8def,1993-06-25,1993-11-04,Regular,Regular,F,1947,NA
Canada,Americas,CAN,Chretien,CAN_1993_2,81dea9ca-1e42-11e4-b4cd-db5882bf8def,1993-11-04,2003-12-12,Regular,Regular,M,1939,NA
Canada,Americas,CAN,Paul Martin,CAN_2003_1,81dea9cb-1e42-11e4-b4cd-db5882bf8def,2003-12-12,2006-02-06,Regular,Regular,M,1938,NA
Canada,Americas,CAN,Harper,CAN_2006_1,824ff7fe-1e42-11e4-b4cd-db5882bf8def,2006-02-06,2015-11-04,Regular,Regular,M,1959,1959-04-30
Canada,Americas,CAN,Justin Trudeau,CAN_2015_1,43f5ae9c-de6a-11e5-ba44-bb6d7c1a9a58,2015-11-04,2024-09-25,Regular,Still in Office,M,1971,1971-12-25
Cameroon,Africa,CAO,Biya,CAO_1982_1,82304de9-1e42-11e4-b4cd-db5882bf8def,1982-11-06,2024-09-25,Regular,Still in Office,M,1933,1933-02-13
Cap Verde,Africa,CAP,Pires,CAP_1975_1,82290e46-1e42-11e4-b4cd-db5882bf8def,1975-07-08,1991-04-04,Regular,Regular,M,1934,NA
Cap Verde,Africa,CAP,Veiga,CAP_1991_1,82290e47-1e42-11e4-b4cd-db5882bf8def,1991-04-04,2000-07-29,Regular,Regular,M,1949,NA
Cap Verde,Africa,CAP,do Rosario,CAP_2000_1,82293f1a-1e42-11e4-b4cd-db5882bf8def,2000-07-29,2001-02-01,Regular,Regular,M,1950,NA
Cap Verde,Africa,CAP,Neves,CAP_2001_1,82293f1b-1e42-11e4-b4cd-db5882bf8def,2001-02-01,2016-04-22,Regular,Regular,M,1960,1960-03-28
Cap Verde,Africa,CAP,Correia e Silva,CAP_2016_1,.,2016-04-22,2024-09-25,Regular,Still in Office,M,1962,1962-06-04
Ivory Coast,Africa,CDI,Houphouet-Boigny,CDI_1960_1,822d7168-1e42-11e4-b4cd-db5882bf8def,1960-08-07,1993-12-07,Regular,Natural Death,M,1905,1905-10-18
Ivory Coast,Africa,CDI,Konan Bedie,CDI_1993_1,822da23a-1e42-11e4-b4cd-db5882bf8def,1993-12-07,1999-12-25,Regular,Irregular,M,1934,NA
Ivory Coast,Africa,CDI,Guei,CDI_1999_1,822da23b-1e42-11e4-b4cd-db5882bf8def,1999-12-25,2000-10-25,Irregular,Irregular,M,1941,1941-03-16
Ivory Coast,Africa,CDI,Laurent Gbagbo,CDI_2000_1,822dd30e-1e42-11e4-b4cd-db5882bf8def,2000-10-26,2011-04-11,Irregular,Irregular,M,1945,1945-05-31
Ivory Coast,Africa,CDI,Ouattara,CDI_2011_1,825366fc-1e42-11e4-b4cd-db5882bf8def,2011-04-11,2024-09-25,Irregular,Still in Office,M,1942,1942-01-01
Central African Republic,Africa,CEN,Kolingba,CEN_1981_1,82311138-1e42-11e4-b4cd-db5882bf8def,1981-09-01,1993-10-22,Irregular,Regular,M,1935,1935-08-12
Central African Republic,Africa,CEN,Patasse,CEN_1993_1,82311139-1e42-11e4-b4cd-db5882bf8def,1993-10-22,2003-03-15,Regular,Irregular,M,1937,1937-01-25
Central African Republic,Africa,CEN,Francois Bozize,CEN_2003_1,8231420a-1e42-11e4-b4cd-db5882bf8def,2003-03-15,2013-03-24,Regular,Irregular,M,1953,NA
Central African Republic,Africa,CEN,Djotodia,CEN_2013_1,2b3c671b-3481-11e4-8dba-bbcd9ed46413,2013-03-24,2014-01-10,Irregular,Regular,M,1949,NA
Central African Republic,Africa,CEN,Nguendet,CEN_2014_1,149f7559-aae0-11e4-b3bc-29f2fa19767e,2014-01-10,2014-01-23,Regular,Regular,M,1972,1972-05-23
Central African Republic,Africa,CEN,Catherine Samba-Panza,CEN_2014_2,149f9c66-aae0-11e4-b3bc-29f2fa19767e,2014-01-23,2016-03-30,Regular,Regular,F,1954,1954-06-26
Central African Republic,Africa,CEN,Touadéra,CEN_2016_1,.,2016-03-30,2024-09-25,Regular,Still in Office,M,1957,1957-04-21
Chad,Africa,CHA,Habre,CHA_1982_1,8231420e-1e42-11e4-b4cd-db5882bf8def,1982-06-19,1990-12-02,Irregular,Irregular,M,1942,NA
Chad,Africa,CHA,Deby,CHA_1990_1,823172de-1e42-11e4-b4cd-db5882bf8def,1990-12-02,2021-04-20,Irregular,Assassination,M,1952,1952-06-18
Chad,Africa,CHA,Mahamat Déby,CHA_2021_1,.,2021-04-20,2024-09-25,Irregular,Still in Office,M,1984,1984-04-04
Chile,Americas,CHL,Pinochet,CHL_1973_1,8201c2dc-1e42-11e4-b4cd-db5882bf8def,1973-09-11,1990-03-11,Irregular,Regular,M,1915,1915-11-25
Chile,Americas,CHL,Aylwin,CHL_1990_1,8201c2dd-1e42-11e4-b4cd-db5882bf8def,1990-03-11,1994-03-11,Regular,Regular,M,1918,1918-11-26
Chile,Americas,CHL,Frei Ruiz-Tagle,CHL_1994_1,8201c2de-1e42-11e4-b4cd-db5882bf8def,1994-03-11,2000-03-11,Regular,Regular,M,1942,NA
Chile,Americas,CHL,Ricardo Lagos Escobar,CHL_2000_1,8201f3b0-1e42-11e4-b4cd-db5882bf8def,2000-03-12,2006-03-11,Regular,Regular,M,1928,NA
Chile,Americas,CHL,Michelle Bachelet,CHL_2006_1,8250bb5d-1e42-11e4-b4cd-db5882bf8def,2006-03-11,2010-03-11,Regular,Regular,F,1951,1951-09-29
Chile,Americas,CHL,Sebastian Pinera,CHL_2010_1,149e15be-aae0-11e4-b3bc-29f2fa19767e,2010-03-11,2014-03-11,Regular,Regular,M,1949,1949-12-01
Chile,Americas,CHL,Michelle Bachelet,CHL_2014_1,8250bb5d-1e42-11e4-b4cd-db5882bf8def,2014-03-11,2018-03-11,Regular,Regular,F,1951,1951-09-29
Chile,Americas,CHL,Sebastian Pinera,CHL_2018_1,.,2018-03-11,2022-03-11,Regular,Regular,M,1949,1949-12-02
Chile,Americas,CHL,Gabriel Boric,CHL_2022_1,.,2022-03-11,2024-09-25,Regular,Still in Office,M,1986,1986-02-11
China,Asia,CHN,Deng Xiaoping,CHN_1980_1,8244553e-1e42-11e4-b4cd-db5882bf8def,1980-09-10,1997-02-19,Regular,Natural Death,M,1904,1904-08-22
China,Asia,CHN,Jiang Zemin,CHN_1997_1,8244553f-1e42-11e4-b4cd-db5882bf8def,1997-02-19,2003-03-15,Regular,Regular,M,1926,1926-08-17
China,Asia,CHN,Hu Jintao,CHN_2003_1,82445540-1e42-11e4-b4cd-db5882bf8def,2003-03-15,2012-11-15,Regular,Regular,M,1942,NA
China,Asia,CHN,Xi Jinping,CHN_2012_1,2b3ec879-3481-11e4-8dba-bbcd9ed46413,2012-11-15,2024-09-25,Regular,Still in Office,M,1953,1953-06-15
Colombia,Americas,COL,Vargas,COL_1986_1,81f4ca52-1e42-11e4-b4cd-db5882bf8def,1986-08-07,1990-08-07,Regular,Regular,M,1921,1921-09-17
Colombia,Americas,COL,César Gaviria Trujillo,COL_1990_1,43f5ae9e-de6a-11e5-ba44-bb6d7c1a9a58,1990-08-07,1994-08-07,Regular,Regular,M,1947,1947-03-31
Colombia,Americas,COL,Pizano,COL_1994_1,81f4fb24-1e42-11e4-b4cd-db5882bf8def,1994-08-07,1998-08-07,Regular,Regular,M,1950,NA
Colombia,Americas,COL,Arango,COL_1998_1,81f4fb25-1e42-11e4-b4cd-db5882bf8def,1998-08-07,2002-08-07,Regular,Regular,M,1954,NA
Colombia,Americas,COL,Alvaro Uribe Velez,COL_2002_1,81f4fb26-1e42-11e4-b4cd-db5882bf8def,2002-08-08,2010-08-07,Regular,Regular,M,1952,NA
Colombia,Americas,COL,Santos Calderon,COL_2010_1,82508a86-1e42-11e4-b4cd-db5882bf8def,2010-08-07,2018-08-07,Regular,Regular,M,1951,1951-08-10
Colombia,Americas,COL,Ivan Duque Marquez,COL_2018_1,.,2018-08-07,2022-08-07,Regular,Regular,M,1976,1976-08-01
Colombia,Americas,COL,Gustavo Petro,COL_2022_1,.,2022-08-07,2024-09-25,Regular,Still in Office,M,1960,1960-04-19
Comoros,Africa,COM,Djohar,COM_1989_1,823b2d51-1e42-11e4-b4cd-db5882bf8def,1989-12-18,1995-09-29,Regular,Irregular,M,1918,NA
Comoros,Africa,COM,Bob Denard,COM_1995_1,823b2d50-1e42-11e4-b4cd-db5882bf8def,1995-09-29,1995-10-05,Irregular,Foreign,M,1929,1929-04-07
Comoros,Africa,COM,el-Yachroutu,COM_1995_2,823b5e2a-1e42-11e4-b4cd-db5882bf8def,1995-10-05,1996-01-26,Regular,Regular,M,1948,NA
Comoros,Africa,COM,Djohar,COM_1996_1,823b2d51-1e42-11e4-b4cd-db5882bf8def,1996-01-26,1996-03-25,Regular,Regular,M,1918,NA
Comoros,Africa,COM,Abdoulkarim,COM_1996_2,1978ffe8-3bbd-11e5-afeb-eb6f07f9fec7,1996-03-25,1998-11-06,Regular,Natural Death,M,1936,NA
Comoros,Africa,COM,Massounde,COM_1998_1,823b5e2b-1e42-11e4-b4cd-db5882bf8def,1998-11-06,1999-04-30,Regular,Irregular,M,1933,NA
Comoros,Africa,COM,Azali Assoumani,COM_1999_1,823b5e2c-1e42-11e4-b4cd-db5882bf8def,1999-04-30,2002-01-21,Irregular,Regular,M,1959,1959-01-01
Comoros,Africa,COM,Hamada Madi,COM_2002_1,823b5e2d-1e42-11e4-b4cd-db5882bf8def,2002-01-22,2002-05-26,Regular,Regular,M,1965,NA
Comoros,Africa,COM,Azali Assoumani,COM_2002_2,823b5e2c-1e42-11e4-b4cd-db5882bf8def,2002-05-27,2006-05-26,Regular,Regular,M,1959,1959-01-01
Comoros,Africa,COM,Sambi,COM_2006_1,82542a56-1e42-11e4-b4cd-db5882bf8def,2006-05-26,2011-05-26,Regular,Regular,M,1958,1958-06-05
Comoros,Africa,COM,Dhoinine,COM_2011_1,82542a57-1e42-11e4-b4cd-db5882bf8def,2011-05-26,2016-05-26,Regular,Regular,M,1962,1962-08-14
Comoros,Africa,COM,Azali Assoumani,COM_2016_1,.,2016-05-26,2019-02-03,Regular,Regular,M,1959,1959-01-01
Comoros,Africa,COM,Moustadroine Abdou,COM_2019_1,.,2019-02-03,2019-05-26,Regular,Regular,M,1969,1969-06-14
Comoros,Africa,COM,Azali Assoumani,COM_2019_2,.,2019-05-26,2024-09-25,Regular,Still in Office,M,1959,1959-01-01
Congo,Africa,CON,Nguesso,CON_1979_1,8231a3b5-1e42-11e4-b4cd-db5882bf8def,1979-02-08,1992-08-20,Irregular,Regular,M,1943,1943-11-23
Congo,Africa,CON,Lissouba,CON_1992_1,8231d490-1e42-11e4-b4cd-db5882bf8def,1992-08-31,1997-10-15,Regular,Irregular,M,1931,1931-11-29
Congo,Africa,CON,Nguesso,CON_1997_1,8231a3b5-1e42-11e4-b4cd-db5882bf8def,1997-10-15,2024-09-25,Irregular,Still in Office,M,1943,1943-11-23
Costa Rica,Americas,COS,Arias,COS_1986_1,81ec34da-1e42-11e4-b4cd-db5882bf8def,1986-05-08,1990-05-08,Regular,Regular,M,1941,1941-09-13
Costa Rica,Americas,COS,Calderon Fournier,COS_1990_1,81ec34db-1e42-11e4-b4cd-db5882bf8def,1990-05-08,1994-05-08,Regular,Regular,M,1949,NA
Costa Rica,Americas,COS,Figueres Olsen,COS_1994_1,81ec65ae-1e42-11e4-b4cd-db5882bf8def,1994-05-08,1998-05-08,Regular,Regular,M,1954,NA
Costa Rica,Americas,COS,Rodriguez Echeverria,COS_1998_1,81ec65af-1e42-11e4-b4cd-db5882bf8def,1998-05-08,2002-05-08,Regular,Regular,M,1940,NA
Costa Rica,Americas,COS,de la Espriella,COS_2002_1,81ec9682-1e42-11e4-b4cd-db5882bf8def,2002-05-09,2006-05-08,Regular,Regular,M,1933,NA
Costa Rica,Americas,COS,Arias,COS_2006_1,81ec34da-1e42-11e4-b4cd-db5882bf8def,2006-05-08,2010-05-08,Regular,Regular,M,1941,1941-09-13
Costa Rica,Americas,COS,Laura Chinchilla Miranda,COS_2010_1,82508a84-1e42-11e4-b4cd-db5882bf8def,2010-05-08,2014-05-08,Regular,Regular,F,1959,1959-03-28
Costa Rica,Americas,COS,Solis Rivera,COS_2014_1,149e15bc-aae0-11e4-b3bc-29f2fa19767e,2014-05-08,2018-05-08,Regular,Regular,M,1958,1958-04-25
Costa Rica,Americas,COS,Carlos Alvarado Quesada,COS_2018_1,.,2018-05-08,2022-05-08,Regular,Regular,M,1980,1980-01-14
Costa Rica,Americas,COS,Rodrigo Chaves Robles,COS_2022_1,.,2022-05-08,2024-09-25,Regular,Still in Office,M,1961,1961-06-10
Croatia,Europe,CRO,Tudjman,CRO_1990_1,821b2190-1e42-11e4-b4cd-db5882bf8def,1990-05-30,1999-11-26,Regular,Natural Death,M,1922,NA
Croatia,Europe,CRO,Pavletic,CRO_1999_1,821b5260-1e42-11e4-b4cd-db5882bf8def,1999-11-26,2000-02-02,Regular,Regular,M,1930,NA
Croatia,Europe,CRO,Tomcic,CRO_2000_1,821b5261-1e42-11e4-b4cd-db5882bf8def,2000-02-02,2000-02-18,Regular,Regular,M,1945,NA
Croatia,Europe,CRO,Mesic,CRO_2000_2,821b5262-1e42-11e4-b4cd-db5882bf8def,2000-02-18,2010-02-18,Regular,Regular,M,1934,1934-12-24
Croatia,Europe,CRO,Josipovic,CRO_2010_1,82521127-1e42-11e4-b4cd-db5882bf8def,2010-02-18,2015-02-18,Regular,Regular,M,1957,1957-08-28
Croatia,Europe,CRO,Kolinda Grabar-Kitarovic,CRO_2015_1,43f5aea6-de6a-11e5-ba44-bb6d7c1a9a58,2015-02-19,2020-02-18,Regular,Regular,F,1968,1968-04-29
Croatia,Europe,CRO,Zoran Milanovic,CRO_2020_1,.,2020-02-18,2024-09-25,Regular,Still in Office,M,1966,1966-10-30
Cuba,Americas,CUB,Castro,CUB_1959_1,81df6d18-1e42-11e4-b4cd-db5882bf8def,1959-01-02,2008-02-24,Irregular,Retired Due to Ill Health,M,1927,1927-08-13
Cuba,Americas,CUB,Raul Castro,CUB_2008_1,824ff801-1e42-11e4-b4cd-db5882bf8def,2008-02-24,2019-10-10,Regular,Regular,M,1931,1931-06-03
