idacr,leader,plad_id,archigos_id,startdate,enddate,entry,exit,gender,yrborn,birthdate
CEN,Francois Bozize,CEN_2003_1,8231420a-1e42-11e4-b4cd-db5882bf8def,2003-03-15,2013-03-24,Regular,Irregular,M,1953,NA
CEN,Djotodia,CEN_2013_1,2b3c671b-3481-11e4-8dba-bbcd9ed46413,2013-03-24,2014-01-10,Irregular,Regular,M,1949,NA
CEN,Catherine Samba-Panza,CEN_2014_2,149f9c66-aae0-11e4-b3bc-29f2fa19767e,2014-01-23,2016-03-30,Regular,Regular,F,1954,1954-06-26
CEN,Touadéra,CEN_2016_1,.,2016-03-30,2024-06-30,Regular,Still in Office,M,1957,1957-04-21
CHA,Habre,CHA_1982_1,8231420e-1e42-11e4-b4cd-db5882bf8def,1982-06-19,1990-12-02,Irregular,Irregular,M,1942,NA
CHA,Deby,CHA_1990_1,823172de-1e42-11e4-b4cd-db5882bf8def,1990-12-02,2021-04-20,Irregular,Assassination,M,1952,1952-06-18
CHA,Mahamat Déby,CHA_2021_1,.,2021-04-20,2024-06-30,Irregular,Still in Office,M,1984,1984-04-04
CHL,Pinochet,CHL_1973_1,8201c2dc-1e42-11e4-b4cd-db5882bf8def,1973-09-11,1990-03-11,Irregular,Regular,M,1915,1915-11-25
CHL,Aylwin,CHL_1990_1,8201c2dd-1e42-11e4-b4cd-db5882bf8def,1990-03-11,1994-03-11,Regular,Regular,M,1918,1918-11-26
CHL,Frei Ruiz-Tagle,CHL_1994_1,8201c2de-1e42-11e4-b4cd-db5882bf8def,1994-03-11,2000-03-11,Regular,Regular,M,1942,NA
CHL,Ricardo Lagos Escobar,CHL_2000_1,8201f3b0-1e42-11e4-b4cd-db5882bf8def,2000-03-12,2006-03-11,Regular,Regular,M,1928,NA
CHL,Michelle Bachelet,CHL_2006_1,8250bb5d-1e42-11e4-b4cd-db5882bf8def,2006-03-11,2010-03-11,Regular,Regular,F,1951,1951-09-29
CHL,Sebastian Pinera,CHL_2010_1,149e15be-aae0-11e4-b3bc-29f2fa19767e,2010-03-11,2014-03-11,Regular,Regular,M,1949,1949-12-01
CHL,Michelle Bachelet,CHL_2014_1,8250bb5d-1e42-11e4-b4cd-db5882bf8def,2014-03-11,2018-03-11,Regular,Regular,F,1951,1951-09-29
CHL,Sebastian Pinera,CHL_2018_1,.,2018-03-11,2022-03-11,Regular,Regular,M,1949,1949-12-02
CHL,Gabriel Boric,CHL_2022_1,.,2022-03-11,2024-06-30,Regular,Still in Office,M,1986,1986-02-11
CHN,Deng Xiaoping,CHN_1980_1,8244553e-1e42-11e4-b4cd-db5882bf8def,1980-09-10,1997-02-19,Regular,Natural Death,M,1904,1904-08-22
CHN,Jiang Zemin,CHN_1997_1,8244553f-1e42-11e4-b4cd-db5882bf8def,1997-02-19,2003-03-15,Regular,Regular,M,1926,1926-08-17
CHN,Hu Jintao,CHN_2003_1,82445540-1e42-11e4-b4cd-db5882bf8def,2003-03-15,2012-11-15,Regular,Regular,M,1942,NA
CHN,Xi Jinping,CHN_2012_1,2b3ec879-3481-11e4-8dba-bbcd9ed46413,2012-11-15,2024-06-30,Regular,Still in Office,M,1953,1953-06-15
COL,Vargas,COL_1986_1,81f4ca52-1e42-11e4-b4cd-db5882bf8def,1986-08-07,1990-08-07,Regular,Regular,M,1921,1921-09-17
COL,César Gaviria Trujillo,COL_1990_1,43f5ae9e-de6a-11e5-ba44-bb6d7c1a9a58,1990-08-07,1994-08-07,Regular,Regular,M,1947,1947-03-31
COL,Pizano,COL_1994_1,81f4fb24-1e42-11e4-b4cd-db5882bf8def,1994-08-07,1998-08-07,Regular,Regular,M,1950,NA
COL,Arango,COL_1998_1,81f4fb25-1e42-11e4-b4cd-db5882bf8def,1998-08-07,2002-08-07,Regular,Regular,M,1954,NA
COL,Alvaro Uribe Velez,COL_2002_1,81f4fb26-1e42-11e4-b4cd-db5882bf8def,2002-08-08,2010-08-07,Regular,Regular,M,1952,NA
COL,Santos Calderon,COL_2010_1,82508a86-1e42-11e4-b4cd-db5882bf8def,2010-08-07,2018-08-07,Regular,Regular,M,1951,1951-08-10
COL,Ivan Duque Marquez,COL_2018_1,.,2018-08-07,2022-08-07,Regular,Regular,M,1976,1976-08-01
COL,Gustavo Petro,COL_2022_1,.,2022-08-07,2024-06-30,Regular,Still in Office,M,1960,1960-04-19
COM,Djohar,COM_1989_1,823b2d51-1e42-11e4-b4cd-db5882bf8def,1989-12-18,1995-09-29,Regular,Irregular,M,1918,NA
COM,Abdoulkarim,COM_1996_2,1978ffe8-3bbd-11e5-afeb-eb6f07f9fec7,1996-03-25,1998-11-06,Regular,Natural Death,M,1936,NA
COM,Azali Assoumani,COM_1999_1,823b5e2c-1e42-11e4-b4cd-db5882bf8def,1999-04-30,2002-01-21,Irregular,Regular,M,1959,1959-01-01
COM,Azali Assoumani,COM_2002_2,823b5e2c-1e42-11e4-b4cd-db5882bf8def,2002-05-27,2006-05-26,Regular,Regular,M,1959,1959-01-01
COM,Sambi,COM_2006_1,82542a56-1e42-11e4-b4cd-db5882bf8def,2006-05-26,2011-05-26,Regular,Regular,M,1958,1958-06-05
COM,Dhoinine,COM_2011_1,82542a57-1e42-11e4-b4cd-db5882bf8def,2011-05-26,2016-05-26,Regular,Regular,M,1962,1962-08-14
COM,Azali Assoumani,COM_2016_1,.,2016-05-26,2019-02-03,Regular,Regular,M,1959,1959-01-01
COM,Azali Assoumani,COM_2019_2,.,2019-05-26,2024-06-30,Regular,Still in Office,M,1959,1959-01-01
CON,Nguesso,CON_1979_1,8231a3b5-1e42-11e4-b4cd-db5882bf8def,1979-02-08,1992-08-20,Irregular,Regular,M,1943,1943-11-23
CON,Lissouba,CON_1992_1,8231d490-1e42-11e4-b4cd-db5882bf8def,1992-08-31,1997-10-15,Regular,Irregular,M,1931,1931-11-29
CON,Nguesso,CON_1997_1,8231a3b5-1e42-11e4-b4cd-db5882bf8def,1997-10-15,2024-06-30,Irregular,Still in Office,M,1943,1943-11-23
COS,Arias,COS_1986_1,81ec34da-1e42-11e4-b4cd-db5882bf8def,1986-05-08,1990-05-08,Regular,Regular,M,1941,1941-09-13
COS,Calderon Fournier,COS_1990_1,81ec34db-1e42-11e4-b4cd-db5882bf8def,1990-05-08,1994-05-08,Regular,Regular,M,1949,NA
COS,Figueres Olsen,COS_1994_1,81ec65ae-1e42-11e4-b4cd-db5882bf8def,1994-05-08,1998-05-08,Regular,Regular,M,1954,NA
COS,Rodriguez Echeverria,COS_1998_1,81ec65af-1e42-11e4-b4cd-db5882bf8def,1998-05-08,2002-05-08,Regular,Regular,M,1940,NA
COS,de la Espriella,COS_2002_1,81ec9682-1e42-11e4-b4cd-db5882bf8def,2002-05-09,2006-05-08,Regular,Regular,M,1933,NA
COS,Arias,COS_2006_1,81ec34da-1e42-11e4-b4cd-db5882bf8def,2006-05-08,2010-05-08,Regular,Regular,M,1941,1941-09-13
COS,Laura Chinchilla Miranda,COS_2010_1,82508a84-1e42-11e4-b4cd-db5882bf8def,2010-05-08,2014-05-08,Regular,Regular,F,1959,1959-03-28
COS,Solis Rivera,COS_2014_1,149e15bc-aae0-11e4-b3bc-29f2fa19767e,2014-05-08,2018-05-08,Regular,Regular,M,1958,1958-04-25
COS,Carlos Alvarado Quesada,COS_2018_1,.,2018-05-08,2022-05-08,Regular,Regular,M,1980,1980-01-14
COS,Rodrigo Chaves Robles,COS_2022_1,.,2022-05-08,2024-06-30,Regular,Still in Office,M,1961,1961-06-10
CRO,Tudjman,CRO_1990_1,821b2190-1e42-11e4-b4cd-db5882bf8def,1990-05-30,1999-11-26,Regular,Natural Death,M,1922,NA
CRO,Mesic,CRO_2000_2,821b5262-1e42-11e4-b4cd-db5882bf8def,2000-02-18,2010-02-18,Regular,Regular,M,1934,1934-12-24
CRO,Josipovic,CRO_2010_1,82521127-1e42-11e4-b4cd-db5882bf8def,2010-02-18,2015-02-18,Regular,Regular,M,1957,1957-08-28
CRO,Kolinda Grabar-Kitarovic,CRO_2015_1,43f5aea6-de6a-11e5-ba44-bb6d7c1a9a58,2015-02-19,2020-02-18,Regular,Regular,F,1968,1968-04-29
CRO,Zoran Milanovic,CRO_2020_1,.,2020-02-18,2024-06-30,Regular,Still in Office,M,1966,1966-10-30
CUB,Castro,CUB_1959_1,81df6d18-1e42-11e4-b4cd-db5882bf8def,1959-01-02,2008-02-24,Irregular,Retired Due to Ill Health,M,1927,1927-08-13
CUB,Raul Castro,CUB_2008_1,824ff801-1e42-11e4-b4cd-db5882bf8def,2008-02-24,2019-10-10,Regular,Regular,M,1931,1931-06-03
CUB,Díaz-Canel,CUB_2019_1,.,2019-10-10,2024-06-30,Regular,Still in Office,M,1960,1960-04-20
CYP,Vassiliou,CYP_1988_1,821ec15c-1e42-11e4-b4cd-db5882bf8def,1988-02-28,1993-02-28,Regular,Regular,M,1931,NA
CYP,Clerides,CYP_1993_1,821e9081-1e42-11e4-b4cd-db5882bf8def,1993-02-28,2003-02-28,Regular,Regular,M,1919,1919-04-24
CYP,Tassos Nikolaou Papadopoulos,CYP_2003_1,821ec15d-1e42-11e4-b4cd-db5882bf8def,2003-02-28,2008-02-28,Regular,Regular,M,1934,NA
CYP,Dimitris Christofias,CYP_2008_1,825272d9-1e42-11e4-b4cd-db5882bf8def,2008-02-28,2013-02-28,Regular,Regular,M,1946,NA
CYP,Anastasiades,CYP_2013_1,2b3a05b0-3481-11e4-8dba-bbcd9ed46413,2013-02-28,2023-02-28,Regular,Regular,M,1946,1946-09-27
CYP,Nikos Christodoulides,CYP_2023_1,.,2023-02-28,2024-06-30,Regular,Still in Office,M,1973,1973-12-06
CZE,Calfa,CZE_1989_1,82181438-1e42-11e4-b4cd-db5882bf8def,1989-12-17,1992-07-01,Regular,Regular,M,1946,NA
CZR,Klaus,CZR_1993_1,8218143a-1e42-11e4-b4cd-db5882bf8def,1993-01-01,1997-12-17,Regular,Regular,M,1941,1941-06-19
CZR,Zeman,CZR_1998_1,8218143c-1e42-11e4-b4cd-db5882bf8def,1998-07-17,2002-07-12,Regular,Regular,M,1944,NA
CZR,Spidla,CZR_2002_1,8218450c-1e42-11e4-b4cd-db5882bf8def,2002-07-12,2004-07-26,Regular,Regular,M,1951,1951-04-22
CZR,Stanislav Gross,CZR_2004_1,8218450d-1e42-11e4-b4cd-db5882bf8def,2004-07-26,2005-04-25,Regular,Regular,M,1969,1969-10-30
CZR,Paroubek,CZR_2005_1,8251af80-1e42-11e4-b4cd-db5882bf8def,2005-04-25,2006-09-04,Regular,Regular,M,1952,NA
CZR,Topolanek,CZR_2006_1,8251af81-1e42-11e4-b4cd-db5882bf8def,2006-09-04,2009-05-08,Regular,Regular,M,1956,NA
CZR,Fischer,CZR_2009_1,8251e050-1e42-11e4-b4cd-db5882bf8def,2009-05-08,2010-07-13,Regular,Regular,M,1951,NA
CZR,Necas,CZR_2010_1,8251e051-1e42-11e4-b4cd-db5882bf8def,2010-07-13,2013-07-10,Regular,Regular,M,1964,NA
CZR,Sobotka,CZR_2014_1,149e3ccf-aae0-11e4-b3bc-29f2fa19767e,2014-01-29,2017-12-06,Regular,Regular,M,1971,1971-10-23
CZR,Babis,CZR_2017_1,.,2017-12-06,2020-12-17,Regular,Regular,M,1954,1954-09-02
CZR,Fiala,CZR_2021_1,.,2021-12-17,2024-06-30,Regular,Still in Office,M,1964,1964-09-01
DEN,Schluter,DEN_1982_1,82281a18-1e42-11e4-b4cd-db5882bf8def,1982-09-10,1993-01-25,Regular,Regular,M,1929,1929-04-03
DEN,Nyrup Rasmussen,DEN_1993_1,82281a19-1e42-11e4-b4cd-db5882bf8def,1993-01-25,2001-11-27,Regular,Regular,M,1943,1943-06-15
DEN,Fogh Rasmussen,DEN_2001_1,82281a1a-1e42-11e4-b4cd-db5882bf8def,2001-11-27,2009-04-05,Regular,Regular,M,1953,1953-01-26
DEN,Lars L<U+FFFD>kke Rasmussen,DEN_2009_1,82530554-1e42-11e4-b4cd-db5882bf8def,2009-04-05,2011-10-03,Regular,Regular,M,1964,1964-05-15
DEN,Thorning-Schmidt,DEN_2011_1,82530555-1e42-11e4-b4cd-db5882bf8def,2011-10-03,2015-06-28,Regular,Regular,F,1966,1966-12-14
DEN,Lars L<U+FFFD>kke Rasmussen,DEN_2015_1,43f81006-de6a-11e5-ba44-bb6d7c1a9a58,2015-06-28,2019-06-27,Regular,Regular,M,1964,1964-05-15
DEN,Mette Frederiksen,DEN_2019_1,.,2019-06-27,2024-06-30,Regular,Still in Office,F,1977,1977-11-19
DJI,Gouled Aptidon,DJI_1977_1,82335b30-1e42-11e4-b4cd-db5882bf8def,1977-06-27,1999-05-08,Regular,Regular,M,1916,NA
DJI,Guelleh,DJI_1999_1,82335b31-1e42-11e4-b4cd-db5882bf8def,1999-05-08,2024-06-30,Regular,Still in Office,M,1947,1947-11-27
DOM,Balaguer,DOM_1986_1,81e1b71c-1e42-11e4-b4cd-db5882bf8def,1986-08-16,1996-08-16,Regular,Regular,M,1907,1907-09-01
DOM,Fernandez Reyna,DOM_1996_1,81e2dc15-1e42-11e4-b4cd-db5882bf8def,1996-08-16,2000-08-16,Regular,Regular,M,1953,1953-12-26
DOM,Hipolito Mejia,DOM_2000_1,81e30ce8-1e42-11e4-b4cd-db5882bf8def,2000-08-17,2004-08-16,Regular,Regular,M,1941,1941-02-22
DOM,Fernandez Reyna,DOM_2004_1,81e2dc15-1e42-11e4-b4cd-db5882bf8def,2004-08-16,2012-08-16,Regular,Regular,M,1953,1953-12-26
DOM,Medina,DOM_2012_1,2b37a44e-3481-11e4-8dba-bbcd9ed46413,2012-08-16,2020-08-16,Regular,Regular,M,1951,1951-11-10
DOM,Luis Abinader,DOM_2020_1,.,2020-08-16,2024-06-30,Regular,Still in Office,M,1967,1967-07-12
DRC,Mobutu,DRC_1965_1,8231d492-1e42-11e4-b4cd-db5882bf8def,1965-11-25,1997-05-16,Irregular,Irregular,M,1930,1930-10-14
DRC,Laurent Kabila,DRC_1997_1,8231d494-1e42-11e4-b4cd-db5882bf8def,1997-05-16,2001-01-16,Irregular,Irregular,M,1939,1939-11-27
DRC,Joseph Kabila,DRC_2001_1,82320564-1e42-11e4-b4cd-db5882bf8def,2001-01-17,2019-01-24,Regular,Regular,M,1971,1971-06-04
DRC,Felix Tshisekedi,DRC_2019_1,.,2019-01-24,2024-06-30,Regular,Still in Office,M,1963,1963-06-13
DRV,Nguyen Van Linh,DRV_1986_2,824bf68a-1e42-11e4-b4cd-db5882bf8def,1986-12-18,1991-06-27,Regular,Regular,M,1915,1915-07-01
DRV,Do Muoi,DRV_1991_1,824bf68b-1e42-11e4-b4cd-db5882bf8def,1991-06-27,1997-12-29,Regular,Regular,M,1917,1917-02-02
DRV,Phieu,DRV_1997_1,824c275a-1e42-11e4-b4cd-db5882bf8def,1997-12-29,2001-04-22,Regular,Regular,M,1931,1931-12-27
DRV,Nong Duc Manh,DRV_2001_1,824c275b-1e42-11e4-b4cd-db5882bf8def,2001-04-23,2011-01-19,Regular,Regular,M,1940,1940-09-11
DRV,Phu Trong,DRV_2011_1,8255b0f9-1e42-11e4-b4cd-db5882bf8def,2011-01-19,2024-06-30,Regular,Still in Office,M,1944,1944-04-14
ECU,Borja Cevallos,ECU_1988_1,81f86a18-1e42-11e4-b4cd-db5882bf8def,1988-08-10,1992-08-10,Regular,Regular,M,1935,1935-06-19
ECU,Duran Ballen,ECU_1992_1,81f86a19-1e42-11e4-b4cd-db5882bf8def,1992-08-10,1996-08-10,Regular,Regular,M,1921,1921-07-14
ECU,Alarcon Fabian,ECU_1997_3,81f89af4-1e42-11e4-b4cd-db5882bf8def,1997-02-11,1998-08-10,Regular,Regular,M,1947,1947-04-14
ECU,Mahuad,ECU_1998_1,81f89af6-1e42-11e4-b4cd-db5882bf8def,1998-08-10,2000-01-21,Regular,Irregular,M,1949,1949-07-29
ECU,Gustavo Noboa,ECU_2000_1,81f89af7-1e42-11e4-b4cd-db5882bf8def,2000-01-22,2003-01-15,Irregular,Regular,M,1937,NA
ECU,Lucio Gutierrez,ECU_2003_1,81f89af8-1e42-11e4-b4cd-db5882bf8def,2003-01-15,2005-04-20,Regular,Regular,M,1957,NA
ECU,Alfredo Palacio,ECU_2005_1,82508a88-1e42-11e4-b4cd-db5882bf8def,2005-04-20,2007-01-15,Regular,Regular,M,1939,NA
ECU,Rafael Correa,ECU_2007_1,82508a89-1e42-11e4-b4cd-db5882bf8def,2007-01-15,2017-05-24,Regular,Regular,M,1963,1963-04-06
ECU,Lenín Moreno,ECU_2017_1,.,2017-05-24,2021-05-24,Regular,Regular,M,1953,1953-03-19
ECU,Guillermo Lasso,ECU_2021_1,.,2021-05-24,2023-11-23,Regular,Regular,M,1955,1955-11-16
EGY,Mubarak,EGY_1981_1,823ecd1d-1e42-11e4-b4cd-db5882bf8def,1981-10-14,2011-02-11,Regular,Irregular,M,1929,1929-05-04
EGY,Tantawi,EGY_2011_1,82545b2d-1e42-11e4-b4cd-db5882bf8def,2011-02-11,2012-06-30,Regular,Regular,M,1931,NA
EGY,Morsi,EGY_2012_1,14a011a1-aae0-11e4-b3bc-29f2fa19767e,2012-06-30,2013-07-03,Regular,Irregular,M,1951,1951-08-08
EGY,Mansour,EGY_2013_1,2b3c6721-3481-11e4-8dba-bbcd9ed46413,2013-07-04,2014-06-08,Irregular,Regular,M,1945,1945-12-23
EGY,al-Sisi,EGY_2014_1,14a011a2-aae0-11e4-b3bc-29f2fa19767e,2014-06-08,2024-06-30,Regular,Still in Office,M,1954,1954-11-19
EQG,Nguema Mbasogo,EQG_1979_1,822a334a-1e42-11e4-b4cd-db5882bf8def,1979-08-03,2024-06-30,Irregular,Still in Office,M,1942,1942-06-05
ERI,Afeworki,ERI_1993_1,8233bce5-1e42-11e4-b4cd-db5882bf8def,1993-05-24,2024-06-30,Regular,Still in Office,M,1946,1946-02-02
EST,Laar,EST_1992_2,82213c2c-1e42-11e4-b4cd-db5882bf8def,1992-10-28,1994-11-08,Regular,Regular,M,1960,1960-04-22
EST,Vahi,EST_1995_1,82213c2b-1e42-11e4-b4cd-db5882bf8def,1995-04-17,1997-03-17,Regular,Regular,M,1947,1947-01-10
EST,Siimann,EST_1997_1,82216cfe-1e42-11e4-b4cd-db5882bf8def,1997-03-17,1999-03-25,Regular,Regular,M,1946,NA
EST,Laar,EST_1999_1,82213c2c-1e42-11e4-b4cd-db5882bf8def,1999-03-25,2002-01-28,Regular,Regular,M,1960,1960-04-22
EST,Siim Kallas,EST_2002_1,82216cff-1e42-11e4-b4cd-db5882bf8def,2002-01-28,2003-04-10,Regular,Regular,M,1948,NA
EST,Parts,EST_2003_1,82216d00-1e42-11e4-b4cd-db5882bf8def,2003-04-10,2005-04-13,Regular,Regular,M,1966,NA
EST,Ansip,EST_2005_1,8252d47f-1e42-11e4-b4cd-db5882bf8def,2005-04-13,2014-03-26,Regular,Regular,M,1956,1956-10-01
EST,Roivas,EST_2014_1,149ed919-aae0-11e4-b3bc-29f2fa19767e,2014-03-26,2016-11-23,Regular,Regular,M,1979,1979-09-26
EST,Ratas,EST_2016_1,.,2016-11-23,2021-01-26,Regular,Regular,M,1978,1978-07-02
EST,Kaja Kallas,EST_2021_1,.,2021-01-26,2024-06-30,Regular,Still in Office,F,1977,1977-06-18
ETH,Mengistu Marriam,ETH_1977_1,8233bce2-1e42-11e4-b4cd-db5882bf8def,1977-02-11,1991-05-21,Regular,Irregular,M,1937,NA
ETH,Meles Zenawi,ETH_1991_2,8233bce4-1e42-11e4-b4cd-db5882bf8def,1991-05-27,2012-08-20,Irregular,Natural Death,M,1955,1955-08-23
ETH,Hailemariam Desalegn,ETH_2012_1,2b3c671d-3481-11e4-8dba-bbcd9ed46413,2012-08-20,2018-04-02,Regular,Irregular,M,1965,1965-07-18
ETH,Abiy Ahmed,ETH_2018_1,.,2018-04-02,2024-06-30,Regular,Still in Office,M,1976,1976-08-15
ETM,Gusmao,ETM_2002_1,824d1b8d-1e42-11e4-b4cd-db5882bf8def,2002-05-20,2007-05-20,Regular,Regular,M,1946,1946-06-20
ETM,Ramos-Horta,ETM_2008_2,8255e1ca-1e42-11e4-b4cd-db5882bf8def,2008-04-17,2012-05-20,Regular,Retired Due to Ill Health,M,1949,1949-12-26
ETM,Ruak,ETM_2012_1,2b3ec880-3481-11e4-8dba-bbcd9ed46413,2012-05-20,2017-05-20,Regular,Regular,M,1956,1956-10-10
ETM,Guterres,ETM_2017_1,.,2017-05-20,2022-05-20,Regular,Regular,M,1954,1954-09-07
ETM,Jose Manuel Ramos-Horta,ETM_2022_1,.,2022-05-20,2024-06-30,Regular,Still in Office,M,1954,1949-12-26
FIN,Koivisto,FIN_1981_1,8224ab29-1e42-11e4-b4cd-db5882bf8def,1981-09-11,1994-03-01,Regular,Regular,M,1923,1923-11-25
FIN,Marthi Ahtisaari,FIN_1994_1,8224ab2a-1e42-11e4-b4cd-db5882bf8def,1994-03-01,2000-03-01,Regular,Regular,M,1937,1937-06-23
FIN,Halonen,FIN_2000_1,8224dbfa-1e42-11e4-b4cd-db5882bf8def,2000-03-01,2012-03-01,Regular,Regular,F,1943,1943-12-24
FIN,Sauli Niinistö,FIN_2012_1,2b3a05b6-3481-11e4-8dba-bbcd9ed46413,2012-03-01,2024-06-30,Regular,Still in Office,M,1948,1948-08-24
FJI,Mara,FJI_1987_3,824f965a-1e42-11e4-b4cd-db5882bf8def,1987-12-05,1992-06-02,Regular,Regular,M,1920,1920-05-13
FJI,Rabuka,FJI_1992_1,824fc72a-1e42-11e4-b4cd-db5882bf8def,1992-06-02,1999-05-19,Regular,Regular,M,1948,1948-09-13
FJI,Chaudhry,FJI_1999_1,824fc72b-1e42-11e4-b4cd-db5882bf8def,1999-05-19,2000-05-19,Regular,Irregular,M,1942,1942-09-02
FJI,Laisenia Qarase,FJI_2000_3,824fc72e-1e42-11e4-b4cd-db5882bf8def,2000-07-14,2006-12-05,Regular,Irregular,M,1941,NA
FJI,Bainimarama,FJI_2007_1,3671d6d8-3bbd-11e5-afeb-eb6f07f9fec7,2007-01-05,2022-12-24,Irregular,Regular,M,1954,1954-04-27
FJI,Sitiveni Rabuka,FJI_2022_1,.,2022-12-24,2024-06-30,Regular,Still in Office,M,1948,1948-09-13
FRN,Mitterand,FRN_1981_1,820d967c-1e42-11e4-b4cd-db5882bf8def,1981-05-21,1995-05-17,Regular,Regular,M,1916,1916-10-26
FRN,Chirac,FRN_1995_1,820d967d-1e42-11e4-b4cd-db5882bf8def,1995-05-17,2007-05-16,Regular,Regular,M,1932,1932-11-29
FRN,Sarkozy,FRN_2007_1,82511d05-1e42-11e4-b4cd-db5882bf8def,2007-05-16,2012-05-15,Regular,Regular,M,1955,NA
FRN,Hollande,FRN_2012_1,2b37a455-3481-11e4-8dba-bbcd9ed46413,2012-05-15,2017-05-14,Regular,Regular,M,1954,1954-08-12
FRN,Macron,FRN_2017_1,.,2017-05-14,2024-06-30,Regular,Still in Office,M,1977,1977-12-21
GAB,Bongo,GAB_1967_1,8230e064-1e42-11e4-b4cd-db5882bf8def,1967-11-28,2009-06-08,Regular,Natural Death,M,1935,1935-12-30
GAB,Ali Bongo Ondimba,GAB_2009_2,8253c8a5-1e42-11e4-b4cd-db5882bf8def,2009-10-16,2023-08-30,Regular,Irregular,M,1959,1959-02-09
GAB,Brice Oligui,GAB_2023_1,.,2023-08-30,2024-06-30,Irregular,Still in Office,M,1974,NA
GAM,Jawara,GAM_1965_1,822a641c-1e42-11e4-b4cd-db5882bf8def,1965-02-18,1994-07-22,Regular,Irregular,M,1924,1924-05-11
GAM,Jammeh,GAM_1994_1,822a641d-1e42-11e4-b4cd-db5882bf8def,1994-07-22,2017-01-19,Irregular,Regular,M,1942,1942-06-05
GAM,Adama Barrow,GAM_2017_1,.,2017-01-19,2024-06-30,Regular,Still in Office,M,1965,1965-02-15
GDR,Gysi,GDR_1989_2,82147469-1e42-11e4-b4cd-db5882bf8def,1989-12-09,1990-10-03,Regular,Foreign,M,1948,1948-01-16
GFR,Kohl,GFR_1982_1,82144394-1e42-11e4-b4cd-db5882bf8def,1982-10-01,1998-10-27,Regular,Regular,M,1930,1930-04-03
GFR,Schroder,GFR_1998_1,82144395-1e42-11e4-b4cd-db5882bf8def,1998-10-27,2005-11-22,Regular,Regular,M,1944,1944-04-07
GFR,Merkel,GFR_2005_1,82517eaa-1e42-11e4-b4cd-db5882bf8def,2005-11-22,2021-12-08,Regular,Regular,F,1954,1954-07-17
GFR,Scholz,GFR_2021_1,.,2021-12-08,2024-06-30,Regular,Still in Office,M,1958,1958-06-14
GHA,Rawlings,GHA_1981_1,82301d12-1e42-11e4-b4cd-db5882bf8def,1981-12-31,2001-01-07,Irregular,Regular,M,1947,1947-06-22
GHA,John Agyekum Kufuor,GHA_2001_1,82301d14-1e42-11e4-b4cd-db5882bf8def,2001-01-08,2009-01-07,Regular,Regular,M,1938,1938-12-08
GHA,Atta Mills,GHA_2009_1,825397d0-1e42-11e4-b4cd-db5882bf8def,2009-01-07,2012-07-24,Regular,Natural Death,M,1944,NA
GHA,John Mahama,GHA_2012_1,2b3c671a-3481-11e4-8dba-bbcd9ed46413,2012-07-24,2017-01-07,Regular,Regular,M,1958,1958-11-29
GHA,Nana Akufo-Addo,GHA_2017_1,.,2017-01-07,2024-06-30,Regular,Still in Office,M,1944,1944-03-29
GNB,Vieira,GNB_1980_1,82296fef-1e42-11e4-b4cd-db5882bf8def,1980-11-14,1999-05-07,Irregular,Irregular,M,1939,1939-04-27
GNB,Sanha,GNB_1999_2,8229a0c3-1e42-11e4-b4cd-db5882bf8def,1999-05-14,2000-02-17,Irregular,Regular,M,1947,1947-05-05
GNB,Kumba Iala,GNB_2000_1,8229d196-1e42-11e4-b4cd-db5882bf8def,2000-02-18,2003-09-14,Regular,Irregular,M,1953,NA
GNB,Henrique Pereira Rosa,GNB_2003_2,822a026a-1e42-11e4-b4cd-db5882bf8def,2003-09-28,2005-10-01,Regular,Regular,M,1946,NA
GNB,Vieira,GNB_2005_1,82296fef-1e42-11e4-b4cd-db5882bf8def,2005-10-01,2009-03-02,Regular,Irregular,M,1939,1939-04-27
GNB,Sanha,GNB_2009_2,8229a0c3-1e42-11e4-b4cd-db5882bf8def,2009-09-08,2011-12-31,Regular,Natural Death,M,1956,NA
GNB,Manuel Serifo Nhamadjo,GNB_2012_3,2b3a05b8-3481-11e4-8dba-bbcd9ed46413,2012-05-11,2014-06-23,Regular,Regular,M,1958,1958-03-25
GNB,Vaz,GNB_2014_1,149f4e46-aae0-11e4-b3bc-29f2fa19767e,2014-06-23,2020-02-27,Regular,Regular,M,1957,1957-12-10
GNB,Umaro Cissoko Embalo,GNB_2020_1,.,2020-02-27,2024-06-30,Regular,Still in Office,M,1972,1972-09-23
GRC,Mitsotakis,GRC_1990_1,821e5fac-1e42-11e4-b4cd-db5882bf8def,1990-04-11,1993-10-13,Regular,Regular,M,1918,NA
GRC,A. Papandreou,GRC_1993_1,821e2ed9-1e42-11e4-b4cd-db5882bf8def,1993-10-13,1995-11-20,Regular,Retired Due to Ill Health,M,1919,1919-02-05
GRC,Simitis,GRC_1996_1,821e5fae-1e42-11e4-b4cd-db5882bf8def,1996-01-22,2004-03-10,Regular,Regular,M,1936,NA
GRC,Konstantinos Karamanlis,GRC_2004_1,821e907e-1e42-11e4-b4cd-db5882bf8def,2004-03-10,2009-10-06,Regular,Regular,M,1956,NA
GRC,Georgios Papandreou,GRC_2009_1,825272d7-1e42-11e4-b4cd-db5882bf8def,2009-10-06,2011-11-11,Regular,Regular,M,1952,1952-06-16
GRC,Antonis Konstantinou Samaras,GRC_2012_2,149eb208-aae0-11e4-b3bc-29f2fa19767e,2012-06-20,2015-01-26,Regular,Regular,M,1951,1951-05-23
